"variable" "sex" "age_group" "ht.code" "count_n_" "year" "n_denom" "rate_strat" "aggr_level"
"incidence" "m" "14-15" 2 15 2010 74112 20.2396373056995 "age_group"
"incidence" "m" "14-15" 3 NA 2010 74112 NA "age_group"
"incidence" "m" "14-15" 4 17 2010 74112 22.9382556131261 "age_group"
"incidence" "m" "16-17" 1 NA 2010 72747 NA "age_group"
"incidence" "m" "16-17" 2 NA 2010 72747 NA "age_group"
"incidence" "m" "16-17" 3 NA 2010 72747 NA "age_group"
"incidence" "m" "16-17" 4 NA 2010 72747 NA "age_group"
"incidence" "m" "18+" 1 NA 2010 2120505 NA "age_group"
"incidence" "m" "18+" 2 16 2010 2120505 0.754537244665775 "age_group"
"incidence" "m" "18+" 3 NA 2010 2120505 NA "age_group"
"incidence" "m" "18+" 4 27 2010 2120505 1.2732816003735 "age_group"
"prevalence" "f" "0-1" 1 282 2011 30951 911.11757293787 "age_group"
"prevalence" "f" "0-1" 2 54 2011 30951 174.469322477464 "age_group"
"prevalence" "f" "0-1" 3 42 2011 30951 135.698361926917 "age_group"
"prevalence" "f" "0-1" 4 378 2011 30951 1221.28525734225 "age_group"
"prevalence" "f" "2-3" 1 569 2011 63953 889.715885103123 "age_group"
"prevalence" "f" "2-3" 2 142 2011 63953 222.038059199725 "age_group"
"prevalence" "f" "2-3" 3 96 2011 63953 150.110237205448 "age_group"
"prevalence" "f" "2-3" 4 807 2011 63953 1261.8641815083 "age_group"
"prevalence" "f" "4-5" 1 561 2011 64561 868.945648301606 "age_group"
"prevalence" "f" "4-5" 2 177 2011 64561 274.159322191416 "age_group"
"prevalence" "f" "4-5" 3 102 2011 64561 157.990117873019 "age_group"
"prevalence" "f" "4-5" 4 840 2011 64561 1301.09508836604 "age_group"
"prevalence" "f" "6-7" 1 518 2011 64042 808.844195996377 "age_group"
"prevalence" "f" "6-7" 2 191 2011 64042 298.241778832641 "age_group"
"prevalence" "f" "6-7" 3 111 2011 64042 173.323756284938 "age_group"
"prevalence" "f" "6-7" 4 820 2011 64042 1280.40973111396 "age_group"
"prevalence" "f" "8-9" 1 437 2011 64042 682.364698166828 "age_group"
"prevalence" "f" "8-9" 2 196 2011 64042 306.049155241873 "age_group"
"prevalence" "f" "8-9" 3 107 2011 64042 167.077855157553 "age_group"
"prevalence" "f" "8-9" 4 740 2011 64042 1155.49170856625 "age_group"
"prevalence" "f" "10-11" 1 478 2011 66138 722.731258882942 "age_group"
"prevalence" "f" "10-11" 2 207 2011 66138 312.981946838429 "age_group"
"prevalence" "f" "10-11" 3 94 2011 66138 142.127067646436 "age_group"
"prevalence" "f" "10-11" 4 779 2011 66138 1177.84027336781 "age_group"
"prevalence" "f" "12-13" 1 426 2011 66662 639.044733131319 "age_group"
"prevalence" "f" "12-13" 2 246 2011 66662 369.025831808227 "age_group"
"prevalence" "f" "12-13" 3 122 2011 66662 183.012810896763 "age_group"
"prevalence" "f" "12-13" 4 794 2011 66662 1191.08337583631 "age_group"
"prevalence" "f" "14-15" 1 435 2011 68950 630.891950688905 "age_group"
"prevalence" "f" "14-15" 2 282 2011 68950 408.992023205221 "age_group"
"prevalence" "f" "14-15" 3 104 2011 68950 150.833937635968 "age_group"
"prevalence" "f" "14-15" 4 821 2011 68950 1190.71791153009 "age_group"
"prevalence" "f" "16-17" 1 419 2011 70186 596.985153734363 "age_group"
"prevalence" "f" "16-17" 2 293 2011 70186 417.462171943123 "age_group"
"prevalence" "f" "16-17" 3 116 2011 70186 165.275126093523 "age_group"
"prevalence" "f" "16-17" 4 828 2011 70186 1179.72245177101 "age_group"
"prevalence" "f" "18+" 1 3298 2011 2213369 149.003622983786 "age_group"
"prevalence" "f" "18+" 2 2368 2011 2213369 106.986227782173 "age_group"
"prevalence" "f" "18+" 3 1224 2011 2213369 55.3003136847042 "age_group"
"prevalence" "f" "18+" 4 6890 2011 2213369 311.290164450663 "age_group"
"prevalence" "m" "0-1" 1 291 2011 32714 889.527419453445 "age_group"
"prevalence" "m" "0-1" 2 85 2011 32714 259.82759674757 "age_group"
"prevalence" "m" "0-1" 3 52 2011 32714 158.953353304396 "age_group"
"prevalence" "m" "0-1" 4 428 2011 32714 1308.30836950541 "age_group"
"prevalence" "m" "2-3" 1 557 2011 67550 824.574389341229 "age_group"
"prevalence" "m" "2-3" 2 164 2011 67550 242.783123612139 "age_group"
"prevalence" "m" "2-3" 3 110 2011 67550 162.842339008142 "age_group"
"prevalence" "m" "2-3" 4 831 2011 67550 1230.19985196151 "age_group"
"prevalence" "m" "4-5" 1 472 2011 67556 698.679613949908 "age_group"
"prevalence" "m" "4-5" 2 212 2011 67556 313.813724909705 "age_group"
"prevalence" "m" "4-5" 3 141 2011 67556 208.715732133341 "age_group"
"prevalence" "m" "4-5" 4 825 2011 67556 1221.20907099295 "age_group"
"prevalence" "m" "6-7" 1 452 2011 67059 674.03331394742 "age_group"
"prevalence" "m" "6-7" 2 217 2011 67059 323.595639660597 "age_group"
"prevalence" "m" "6-7" 3 135 2011 67059 201.315259696685 "age_group"
"prevalence" "m" "6-7" 4 804 2011 67059 1198.9442133047 "age_group"
"prevalence" "m" "8-9" 1 393 2011 67195 584.864945308431 "age_group"
"prevalence" "m" "8-9" 2 240 2011 67195 357.169432249423 "age_group"
"prevalence" "m" "8-9" 3 138 2011 67195 205.372423543418 "age_group"
"prevalence" "m" "8-9" 4 771 2011 67195 1147.40680110127 "age_group"
"prevalence" "m" "10-11" 1 362 2011 68995 524.675701137764 "age_group"
"prevalence" "m" "10-11" 2 258 2011 68995 373.940140589898 "age_group"
"prevalence" "m" "10-11" 3 130 2011 68995 188.419450684832 "age_group"
"prevalence" "m" "10-11" 4 750 2011 68995 1087.03529241249 "age_group"
"prevalence" "m" "12-13" 1 381 2011 70273 542.171246424658 "age_group"
"prevalence" "m" "12-13" 2 292 2011 70273 415.522320094489 "age_group"
"prevalence" "m" "12-13" 3 127 2011 70273 180.723748808219 "age_group"
"prevalence" "m" "12-13" 4 800 2011 70273 1138.41731532737 "age_group"
"prevalence" "m" "14-15" 1 420 2011 72815 576.804229897686 "age_group"
"prevalence" "m" "14-15" 2 310 2011 72815 425.736455400673 "age_group"
"prevalence" "m" "14-15" 3 137 2011 72815 188.148046419007 "age_group"
"prevalence" "m" "14-15" 4 867 2011 72815 1190.68873171737 "age_group"
"prevalence" "m" "16-17" 1 357 2011 73639 484.797457868792 "age_group"
"prevalence" "m" "16-17" 2 302 2011 73639 410.108773883404 "age_group"
"prevalence" "m" "16-17" 3 112 2011 73639 152.0933201157 "age_group"
"prevalence" "m" "16-17" 4 771 2011 73639 1046.9995518679 "age_group"
"prevalence" "m" "18+" 1 2675 2011 2136134 125.226226444596 "age_group"
"prevalence" "m" "18+" 2 2373 2011 2136134 111.08853658057 "age_group"
"prevalence" "m" "18+" 3 1226 2011 2136134 57.3934032228315 "age_group"
"prevalence" "m" "18+" 4 6274 2011 2136134 293.708166247998 "age_group"
"incidence" "f" "0-1" 1 266 2011 30951 859.422958870473 "age_group"
"incidence" "f" "0-1" 2 71 2011 30951 229.394849924074 "age_group"
"incidence" "f" "0-1" 3 42 2011 30951 135.698361926917 "age_group"
"incidence" "f" "0-1" 4 379 2011 30951 1224.51617072146 "age_group"
"incidence" "f" "2-3" 1 16 2011 63953 25.0183728675746 "age_group"
"incidence" "f" "2-3" 2 11 2011 63953 17.2001313464576 "age_group"
"incidence" "f" "2-3" 3 NA 2011 63953 NA "age_group"
"incidence" "f" "2-3" 4 35 2011 63953 54.7276906478195 "age_group"
"incidence" "f" "4-5" 1 NA 2011 64561 NA "age_group"
"incidence" "f" "4-5" 2 10 2011 64561 15.4892272424529 "age_group"
"incidence" "f" "4-5" 3 NA 2011 64561 NA "age_group"
"incidence" "f" "4-5" 4 20 2011 64561 30.9784544849058 "age_group"
"incidence" "f" "6-7" 1 NA 2011 64042 NA "age_group"
"incidence" "f" "6-7" 2 NA 2011 64042 NA "age_group"
"incidence" "f" "6-7" 3 NA 2011 64042 NA "age_group"
"incidence" "f" "6-7" 4 10 2011 64042 15.6147528184629 "age_group"
"incidence" "f" "8-9" 1 NA 2011 64042 NA "age_group"
"incidence" "f" "8-9" 2 NA 2011 64042 NA "age_group"
"incidence" "f" "8-9" 3 NA 2011 64042 NA "age_group"
"incidence" "f" "8-9" 4 12 2011 64042 18.7377033821555 "age_group"
"incidence" "f" "10-11" 1 NA 2011 66138 NA "age_group"
"incidence" "f" "10-11" 2 NA 2011 66138 NA "age_group"
"incidence" "f" "10-11" 3 NA 2011 66138 NA "age_group"
"incidence" "f" "10-11" 4 NA 2011 66138 NA "age_group"
"incidence" "f" "12-13" 1 NA 2011 66662 NA "age_group"
"incidence" "f" "12-13" 2 NA 2011 66662 NA "age_group"
"incidence" "f" "12-13" 3 NA 2011 66662 NA "age_group"
"incidence" "f" "12-13" 4 NA 2011 66662 NA "age_group"
"incidence" "f" "14-15" 1 NA 2011 68950 NA "age_group"
"incidence" "f" "14-15" 2 NA 2011 68950 NA "age_group"
"incidence" "f" "14-15" 3 NA 2011 68950 NA "age_group"
"incidence" "f" "14-15" 4 10 2011 68950 14.5032632342277 "age_group"
"incidence" "f" "16-17" 1 NA 2011 70186 NA "age_group"
"incidence" "f" "16-17" 2 NA 2011 70186 NA "age_group"
"incidence" "f" "16-17" 3 NA 2011 70186 NA "age_group"
"incidence" "f" "16-17" 4 10 2011 70186 14.2478556977175 "age_group"
"incidence" "f" "18+" 1 24 2011 2213369 1.08431987617067 "age_group"
"incidence" "f" "18+" 2 45 2011 2213369 2.03309976782001 "age_group"
"incidence" "f" "18+" 3 22 2011 2213369 0.993959886489781 "age_group"
"incidence" "f" "18+" 4 91 2011 2213369 4.11137953048046 "age_group"
"incidence" "m" "0-1" 1 304 2011 32714 929.265757779544 "age_group"
"incidence" "m" "0-1" 2 84 2011 32714 256.770801491716 "age_group"
"incidence" "m" "0-1" 3 76 2011 32714 232.316439444886 "age_group"
"incidence" "m" "0-1" 4 464 2011 32714 1418.35299871615 "age_group"
"incidence" "m" "2-3" 1 15 2011 67550 22.2057735011103 "age_group"
"incidence" "m" "2-3" 2 18 2011 67550 26.6469282013323 "age_group"
"incidence" "m" "2-3" 3 NA 2011 67550 NA "age_group"
"incidence" "m" "2-3" 4 38 2011 67550 56.2546262028127 "age_group"
"incidence" "m" "4-5" 1 NA 2011 67556 NA "age_group"
"incidence" "m" "4-5" 2 12 2011 67556 17.7630410326248 "age_group"
"incidence" "m" "4-5" 3 NA 2011 67556 NA "age_group"
"incidence" "m" "4-5" 4 22 2011 67556 32.5655752264788 "age_group"
"incidence" "m" "6-7" 1 NA 2011 67059 NA "age_group"
"incidence" "m" "6-7" 2 NA 2011 67059 NA "age_group"
"incidence" "m" "6-7" 3 NA 2011 67059 NA "age_group"
"incidence" "m" "6-7" 4 16 2011 67059 23.8595863344219 "age_group"
"incidence" "m" "8-9" 1 NA 2011 67195 NA "age_group"
"incidence" "m" "8-9" 2 NA 2011 67195 NA "age_group"
"incidence" "m" "8-9" 3 NA 2011 67195 NA "age_group"
"incidence" "m" "8-9" 4 14 2011 67195 20.834883547883 "age_group"
"incidence" "m" "10-11" 1 NA 2011 68995 NA "age_group"
"incidence" "m" "10-11" 2 NA 2011 68995 NA "age_group"
"incidence" "m" "10-11" 3 NA 2011 68995 NA "age_group"
"incidence" "m" "10-11" 4 12 2011 68995 17.3925646785999 "age_group"
"incidence" "m" "12-13" 1 NA 2011 70273 NA "age_group"
"incidence" "m" "12-13" 2 13 2011 70273 18.4992813740697 "age_group"
"incidence" "m" "12-13" 3 NA 2011 70273 NA "age_group"
"incidence" "m" "12-13" 4 15 2011 70273 21.3453246623881 "age_group"
"incidence" "m" "14-15" 1 NA 2011 72815 NA "age_group"
"incidence" "m" "14-15" 2 11 2011 72815 15.1067774497013 "age_group"
"incidence" "m" "14-15" 3 NA 2011 72815 NA "age_group"
"incidence" "m" "14-15" 4 12 2011 72815 16.4801208542196 "age_group"
"incidence" "m" "16-17" 1 NA 2011 73639 NA "age_group"
"incidence" "m" "16-17" 2 NA 2011 73639 NA "age_group"
"incidence" "m" "16-17" 3 NA 2011 73639 NA "age_group"
"incidence" "m" "16-17" 4 NA 2011 73639 NA "age_group"
"incidence" "m" "18+" 1 13 2011 2136134 0.608576053749437 "age_group"
"incidence" "m" "18+" 2 18 2011 2136134 0.84264376672999 "age_group"
"incidence" "m" "18+" 3 NA 2011 2136134 NA "age_group"
"incidence" "m" "18+" 4 33 2011 2136134 1.54484690567165 "age_group"
"prevalence" "f" "0-1" 1 284 2012 31314 906.942581592898 "age_group"
"prevalence" "f" "0-1" 2 67 2012 31314 213.96180622086 "age_group"
"prevalence" "f" "0-1" 3 49 2012 31314 156.479529922718 "age_group"
"prevalence" "f" "0-1" 4 400 2012 31314 1277.38391773648 "age_group"
"prevalence" "f" "2-3" 1 580 2012 63110 919.030264617335 "age_group"
"prevalence" "f" "2-3" 2 150 2012 63110 237.680240849311 "age_group"
"prevalence" "f" "2-3" 3 98 2012 63110 155.28442402155 "age_group"
"prevalence" "f" "2-3" 4 828 2012 63110 1311.9949294882 "age_group"
"prevalence" "f" "4-5" 1 587 2012 64384 911.717196819085 "age_group"
"prevalence" "f" "4-5" 2 153 2012 64384 237.636679920477 "age_group"
"prevalence" "f" "4-5" 3 103 2012 64384 159.977634194831 "age_group"
"prevalence" "f" "4-5" 4 843 2012 64384 1309.33151093439 "age_group"
"prevalence" "f" "6-7" 1 546 2012 64219 850.215668260172 "age_group"
"prevalence" "f" "6-7" 2 200 2012 64219 311.434310718012 "age_group"
"prevalence" "f" "6-7" 3 113 2012 64219 175.960385555677 "age_group"
"prevalence" "f" "6-7" 4 859 2012 64219 1337.61036453386 "age_group"
"prevalence" "f" "8-9" 1 469 2012 63733 735.882509845763 "age_group"
"prevalence" "f" "8-9" 2 197 2012 63733 309.102035052485 "age_group"
"prevalence" "f" "8-9" 3 99 2012 63733 155.335540457848 "age_group"
"prevalence" "f" "8-9" 4 765 2012 63733 1200.32008535609 "age_group"
"prevalence" "f" "10-11" 1 467 2012 65616 711.716654474518 "age_group"
"prevalence" "f" "10-11" 2 224 2012 65616 341.380151182638 "age_group"
"prevalence" "f" "10-11" 3 108 2012 65616 164.594001463058 "age_group"
"prevalence" "f" "10-11" 4 799 2012 65616 1217.69080712021 "age_group"
"prevalence" "f" "12-13" 1 447 2012 66079 676.46302153483 "age_group"
"prevalence" "f" "12-13" 2 221 2012 66079 334.448160535117 "age_group"
"prevalence" "f" "12-13" 3 101 2012 66079 152.847349384827 "age_group"
"prevalence" "f" "12-13" 4 769 2012 66079 1163.75853145477 "age_group"
"prevalence" "f" "14-15" 1 442 2012 67665 653.218059558117 "age_group"
"prevalence" "f" "14-15" 2 264 2012 67665 390.157393039237 "age_group"
"prevalence" "f" "14-15" 3 115 2012 67665 169.954924998153 "age_group"
"prevalence" "f" "14-15" 4 821 2012 67665 1213.33037759551 "age_group"
"prevalence" "f" "16-17" 1 427 2012 71209 599.643303515005 "age_group"
"prevalence" "f" "16-17" 2 316 2012 71209 443.764130938505 "age_group"
"prevalence" "f" "16-17" 3 106 2012 71209 148.857588226207 "age_group"
"prevalence" "f" "16-17" 4 849 2012 71209 1192.26502267972 "age_group"
"prevalence" "f" "18+" 1 3595 2012 2227236 161.410824896868 "age_group"
"prevalence" "f" "18+" 2 2636 2012 2227236 118.352972024518 "age_group"
"prevalence" "f" "18+" 3 1343 2012 2227236 60.2989535011108 "age_group"
"prevalence" "f" "18+" 4 7574 2012 2227236 340.062750422497 "age_group"
"prevalence" "m" "0-1" 1 307 2012 32854 934.437207037195 "age_group"
"prevalence" "m" "0-1" 2 69 2012 32854 210.020088878067 "age_group"
"prevalence" "m" "0-1" 3 76 2012 32854 231.326474706276 "age_group"
"prevalence" "m" "0-1" 4 452 2012 32854 1375.78377062154 "age_group"
"prevalence" "m" "2-3" 1 617 2012 66952 921.555741426694 "age_group"
"prevalence" "m" "2-3" 2 192 2012 66952 286.772613215438 "age_group"
"prevalence" "m" "2-3" 3 109 2012 66952 162.803202294181 "age_group"
"prevalence" "m" "2-3" 4 918 2012 66952 1371.13155693631 "age_group"
"prevalence" "m" "4-5" 1 491 2012 67787 724.327673447711 "age_group"
"prevalence" "m" "4-5" 2 206 2012 67787 303.893076843643 "age_group"
"prevalence" "m" "4-5" 3 134 2012 67787 197.678020859457 "age_group"
"prevalence" "m" "4-5" 4 831 2012 67787 1225.89877115081 "age_group"
"prevalence" "m" "6-7" 1 471 2012 66919 703.835980812624 "age_group"
"prevalence" "m" "6-7" 2 212 2012 66919 316.800908561096 "age_group"
"prevalence" "m" "6-7" 3 135 2012 66919 201.736427621453 "age_group"
"prevalence" "m" "6-7" 4 818 2012 66919 1222.37331699517 "age_group"
"prevalence" "m" "8-9" 1 441 2012 67172 656.523551479783 "age_group"
"prevalence" "m" "8-9" 2 236 2012 67172 351.336866551539 "age_group"
"prevalence" "m" "8-9" 3 145 2012 67172 215.863752754124 "age_group"
"prevalence" "m" "8-9" 4 822 2012 67172 1223.72417078545 "age_group"
"prevalence" "m" "10-11" 1 375 2012 68465 547.725115022274 "age_group"
"prevalence" "m" "10-11" 2 254 2012 68465 370.99247790842 "age_group"
"prevalence" "m" "10-11" 3 147 2012 68465 214.708245088731 "age_group"
"prevalence" "m" "10-11" 4 776 2012 68465 1133.42583801943 "age_group"
"prevalence" "m" "12-13" 1 342 2012 69219 494.083994279027 "age_group"
"prevalence" "m" "12-13" 2 284 2012 69219 410.291971857438 "age_group"
"prevalence" "m" "12-13" 3 106 2012 69219 153.137144425663 "age_group"
"prevalence" "m" "12-13" 4 732 2012 69219 1057.51311056213 "age_group"
"prevalence" "m" "14-15" 1 420 2012 71365 588.523786169691 "age_group"
"prevalence" "m" "14-15" 2 308 2012 71365 431.584109857773 "age_group"
"prevalence" "m" "14-15" 3 151 2012 71365 211.588313599103 "age_group"
"prevalence" "m" "14-15" 4 879 2012 71365 1231.69620962657 "age_group"
"prevalence" "m" "16-17" 1 385 2012 74905 513.984380214939 "age_group"
"prevalence" "m" "16-17" 2 341 2012 74905 455.243308190374 "age_group"
"prevalence" "m" "16-17" 3 117 2012 74905 156.197850610774 "age_group"
"prevalence" "m" "16-17" 4 843 2012 74905 1125.42553901609 "age_group"
"prevalence" "m" "18+" 1 2917 2012 2150920 135.616387406319 "age_group"
"prevalence" "m" "18+" 2 2613 2012 2150920 121.48290034032 "age_group"
"prevalence" "m" "18+" 3 1307 2012 2150920 60.7646960370446 "age_group"
"prevalence" "m" "18+" 4 6837 2012 2150920 317.863983783683 "age_group"
"incidence" "f" "0-1" 1 268 2012 31314 855.847224883439 "age_group"
"incidence" "f" "0-1" 2 82 2012 31314 261.863703135978 "age_group"
"incidence" "f" "0-1" 3 50 2012 31314 159.672989717059 "age_group"
"incidence" "f" "0-1" 4 400 2012 31314 1277.38391773648 "age_group"
"incidence" "f" "2-3" 1 22 2012 63110 34.8597686578989 "age_group"
"incidence" "f" "2-3" 2 10 2012 63110 15.845349389954 "age_group"
"incidence" "f" "2-3" 3 NA 2012 63110 NA "age_group"
"incidence" "f" "2-3" 4 34 2012 63110 53.8741879258438 "age_group"
"incidence" "f" "4-5" 1 12 2012 64384 18.6381709741551 "age_group"
"incidence" "f" "4-5" 2 10 2012 64384 15.5318091451292 "age_group"
"incidence" "f" "4-5" 3 NA 2012 64384 NA "age_group"
"incidence" "f" "4-5" 4 23 2012 64384 35.7231610337972 "age_group"
"incidence" "f" "6-7" 1 NA 2012 64219 NA "age_group"
"incidence" "f" "6-7" 2 NA 2012 64219 NA "age_group"
"incidence" "f" "6-7" 3 NA 2012 64219 NA "age_group"
"incidence" "f" "6-7" 4 12 2012 64219 18.6860586430807 "age_group"
"incidence" "f" "8-9" 1 NA 2012 63733 NA "age_group"
"incidence" "f" "8-9" 2 NA 2012 63733 NA "age_group"
"incidence" "f" "8-9" 3 NA 2012 63733 NA "age_group"
"incidence" "f" "8-9" 4 13 2012 63733 20.3975962217376 "age_group"
"incidence" "f" "10-11" 1 NA 2012 65616 NA "age_group"
"incidence" "f" "10-11" 2 11 2012 65616 16.7642038527188 "age_group"
"incidence" "f" "10-11" 3 NA 2012 65616 NA "age_group"
"incidence" "f" "10-11" 4 13 2012 65616 19.8122409168496 "age_group"
"incidence" "f" "12-13" 1 NA 2012 66079 NA "age_group"
"incidence" "f" "12-13" 2 NA 2012 66079 NA "age_group"
"incidence" "f" "12-13" 3 NA 2012 66079 NA "age_group"
"incidence" "f" "12-13" 4 10 2012 66079 15.1334009291908 "age_group"
"incidence" "f" "14-15" 1 NA 2012 67665 NA "age_group"
"incidence" "f" "14-15" 2 11 2012 67665 16.2565580433016 "age_group"
"incidence" "f" "14-15" 3 NA 2012 67665 NA "age_group"
"incidence" "f" "14-15" 4 15 2012 67665 22.1680336954112 "age_group"
"incidence" "f" "16-17" 1 NA 2012 71209 NA "age_group"
"incidence" "f" "16-17" 2 NA 2012 71209 NA "age_group"
"incidence" "f" "16-17" 3 NA 2012 71209 NA "age_group"
"incidence" "f" "16-17" 4 NA 2012 71209 NA "age_group"
"incidence" "f" "18+" 1 17 2012 2227236 0.763277892419124 "age_group"
"incidence" "f" "18+" 2 41 2012 2227236 1.84084668171671 "age_group"
"incidence" "f" "18+" 3 21 2012 2227236 0.942872690635388 "age_group"
"incidence" "f" "18+" 4 79 2012 2227236 3.54699726477122 "age_group"
"incidence" "m" "0-1" 1 296 2012 32854 900.955743592865 "age_group"
"incidence" "m" "0-1" 2 80 2012 32854 243.501552322396 "age_group"
"incidence" "m" "0-1" 3 76 2012 32854 231.326474706276 "age_group"
"incidence" "m" "0-1" 4 452 2012 32854 1375.78377062154 "age_group"
"incidence" "m" "2-3" 1 19 2012 66952 28.3785398494444 "age_group"
"incidence" "m" "2-3" 2 NA 2012 66952 NA "age_group"
"incidence" "m" "2-3" 3 NA 2012 66952 NA "age_group"
"incidence" "m" "2-3" 4 33 2012 66952 49.2890428964034 "age_group"
"incidence" "m" "4-5" 1 NA 2012 67787 NA "age_group"
"incidence" "m" "4-5" 2 13 2012 67787 19.1777184415891 "age_group"
"incidence" "m" "4-5" 3 NA 2012 67787 NA "age_group"
"incidence" "m" "4-5" 4 23 2012 67787 33.9298095505038 "age_group"
"incidence" "m" "6-7" 1 NA 2012 66919 NA "age_group"
"incidence" "m" "6-7" 2 NA 2012 66919 NA "age_group"
"incidence" "m" "6-7" 3 NA 2012 66919 NA "age_group"
"incidence" "m" "6-7" 4 11 2012 66919 16.4377829913776 "age_group"
"incidence" "m" "8-9" 1 NA 2012 67172 NA "age_group"
"incidence" "m" "8-9" 2 NA 2012 67172 NA "age_group"
"incidence" "m" "8-9" 3 NA 2012 67172 NA "age_group"
"incidence" "m" "8-9" 4 NA 2012 67172 NA "age_group"
"incidence" "m" "10-11" 1 NA 2012 68465 NA "age_group"
"incidence" "m" "10-11" 2 NA 2012 68465 NA "age_group"
"incidence" "m" "10-11" 3 NA 2012 68465 NA "age_group"
